Rank,Player_ID,Year,Game,Total_Year,Total_Game,Total_Others,per_of_Game,Total_Overall,per_of_Total,PlayerName,Nationality
50,Reedy,2015,Call of Duty,8472.1,8334.74,137.36,98.38%,27939.78,29.83%,Jordan Reed,United Kingdom 
51,Teepee,2015,Call of Duty,8495.27,8079.02,416.25,95.10%,209462.03,3.86%,Tyler Polchow,United States 
52,Watson,2015,Call of Duty,8027.58,8027.57,0.01,100.00%,12404.45,64.72%,Josh Watson,United Kingdom 
53,Chino,2015,Call of Duty,9467.75,7544,1923.75,79.68%,31967.75,23.60%,Martin Chino,United States 
54,MarkyB,2015,Call of Duty,7648.77,7147.79,500.98,93.45%,53914,13.26%,Mark Bryceland,United Kingdom 
55,Royalty,2015,Call of Duty,7046,6901,145,97.94%,16726.6,41.26%,Matt Faithfull,Canada
56,Apathy,2015,Call of Duty,9952.5,6835,3117.5,68.68%,289572.5,2.36%,Bryan Zhelyazkov,United States 
57,Dedo,2015,Call of Duty,7621.42,6748.92,872.5,88.55%,58276.7,11.58%,Ken Dedo,United States 
58,JGeneral,2015,Call of Duty,6670,6670,0,100.00%,7670,86.96%,Jordon Holloway,United States 
59,Proofy,2015,Call of Duty,6936.52,6624.02,312.5,95.49%,93440.37,7.09%,Jordan Cannon,United States 
60,Moose,2015,Call of Duty,7606.3,6599.19,1007.11,86.76%,41368.95,15.95%,Thomas Handley,United Kingdom 
61,MRuuiz,2015,Call of Duty,6447.5,6447.5,0,100.00%,7447.5,86.57%,Mike Ruiz,United States 
62,Havok,2015,Call of Duty,6430.17,6430.17,0,100.00%,18742.67,34.31%,Colt McLendon,United States 
63,ExiB,2015,Call of Duty,6388.75,6388.75,0,100.00%,6388.75,100.00%,Kelsey Newsome,United States 
64,Llama,2015,Call of Duty,6255,6255,0,100.00%,16067.5,38.93%,Devin Tran,United States 
65,Kade,2015,Call of Duty,6201.25,6201.25,0,100.00%,7451.25,83.22%,Kade Jones,United States 
66,Gotaga,2015,Call of Duty,6338.19,5971.3,366.89,94.21%,14886.5,40.11%,Corentin Houssein,France 
67,SiLLY,2015,Call of Duty,5876.42,5876.42,0,100.00%,40501.42,14.51%,Justin Fargo-Palmer,United States 
68,Neslo,2015,Call of Duty,6066.25,5193.75,872.5,85.62%,22578.75,23.00%,Jeremy Olsen,United States 
69,Rated,2015,Call of Duty,5313.59,5176.23,137.36,97.41%,90864.12,5.70%,Rhys Price,United Kingdom 
70,Urban,2015,Call of Duty,5228.42,5105.46,122.96,97.65%,37120.85,13.75%,David Marsh,United Kingdom 
71,SpaceLy,2015,Call of Duty,4503.75,4352.5,151.25,96.64%,37453.75,11.62%,Michael Schmale,United States 
72,Sender,2015,Call of Duty,5064.37,4348.54,715.83,85.87%,26064.37,16.68%,Troy Michaels,United States 
73,Diabolic,2015,Call of Duty,4479.79,4348.54,131.25,97.07%,21729.79,20.01%,Steven Rivero,United States 
74,Accuracy,2015,Call of Duty,4615.5,4083,532.5,88.46%,12428,32.85%,Lamar Abedi,United States 
75,Happy,2015,Call of Duty,4610.5,4078,532.5,88.45%,17798,22.91%,Nick Suda,United States 
76,LXT,2015,Call of Duty,3445.77,3308.41,137.36,96.01%,3856.33,85.79%,Brandon McAllister,United Kingdom 
77,Assauhlt,2015,Call of Duty,3202.76,3202.76,0,100.00%,34077.76,9.40%,Adam Garcia,United States 
78,QwiKeR,2015,Call of Duty,3166.49,3166.48,0.01,100.00%,24185.48,13.09%,Shea Sweeney,United Kingdom 
79,MerK,2015,Call of Duty,4888.55,3062.3,1826.25,62.64%,238496.55,1.28%,Joseph Deluca,United States 
80,Envoy,2015,Call of Duty,2945,2945,0,100.00%,2945,100.00%,Dylan Hannon,United States 
81,TcM,2015,Call of Duty,2815,2815,0,100.00%,6787.5,41.47%,Teegan McCarthy,United States 
82,Kenny,2015,Call of Duty,2750,2750,0,100.00%,2750,100.00%,Kenneth Williams,United States 
83,Studyy,2015,Call of Duty,2950,2578.75,371.25,87.42%,84298.7,3.06%,Jeremy Astacio,United States 
84,ShAnE,2015,Call of Duty,3490.64,2483.54,1007.1,71.15%,47903.33,5.18%,Shane McKerral,United Kingdom 
85,HaLLy,2015,Call of Duty,2426.87,2426.86,0.01,100.00%,2705.17,89.71%,Alex Hall,United Kingdom 
86,Killa,2015,Call of Duty,2797.5,2426.25,371.25,86.73%,172253.94,1.41%,Adam Sloss,United States 
87,Vortex,2015,Call of Duty,2344.65,2344.63,0.02,100.00%,12104.92,19.37%,Brandon Gomes,France 
88,Denz,2015,Call of Duty,2567.25,2322.65,244.6,90.47%,7290.76,31.86%,Bjarne Sleebus,Belgium 
89,Duel,2015,Call of Duty,2548.32,2303.72,244.6,90.40%,2993.53,76.96%,Lieven Soenen,Belgium 
90,Ivy,2015,Call of Duty,2286.04,2286.04,0,100.00%,7481.78,30.55%,Andrew Ivers,Canada 
91,DeaN,2015,Call of Duty,2509.66,2265.06,244.6,90.25%,2954.87,76.66%,Dean De Peuter,Belgium 
92,Censor,2015,Call of Duty,5349.5,2232,3117.5,41.72%,53987.3,4.13%,Douglas Martin,United States 
93,Zer0,2015,Call of Duty,2053.8,2053.78,0.02,100.00%,38046.23,5.40%,Trei Morris,United Kingdom 
94,Nathan,2015,Call of Duty,2060.57,1937.59,122.98,94.03%,2060.57,94.03%,Nathan Orton,United Kingdom 
95,Carbon,2015,Call of Duty,2053.14,1929.22,123.92,93.96%,3002.47,64.25%,Ronan Houssein,France 
96,SunnyB,2015,Call of Duty,1896.04,1896,0.04,100.00%,19113.07,9.92%,Gurdip Bains,United Kingdom 
97,Desire,2015,Call of Duty,1845.9,1845.87,0.03,100.00%,35426.74,5.21%,Ben Wright,United Kingdom 
98,Damage,2015,Call of Duty,1823.24,1823.23,0.01,100.00%,31822.99,5.73%,Hayden Handakas,Australia 
99,Krnage,2015,Call of Duty,2681.99,1814.17,867.82,67.64%,10330.56,17.56%,Jordy Mercier,France 
100,Melo,2015,Call of Duty,2681.86,1814.04,867.82,67.64%,3139.82,57.78%,Alexandre Boin,France 
1,John,2016,Call of Duty,232707.5,231707.5,1000,99.57%,274441.26,84.43%,Johnathan Perez,United States 
2,JKap,2016,Call of Duty,231332.5,230332.5,1000,99.57%,459367.98,50.14%,Jordan Kaplan,United States 
3,Slasher,2016,Call of Duty,231332.5,230332.5,1000,99.57%,315533.4,73.00%,Austin Liddicoat,United States 
4,Apathy,2016,Call of Duty,228332.5,228332.5,0,100.00%,289572.5,78.85%,Bryan Zhelyazkov,United States 
5,Joshh,2016,Call of Duty,83812.5,83812.5,0,100.00%,118696.14,70.61%,Joshua-Lee Shephard,United Kingdom 
6,Bance,2016,Call of Duty,83812.5,83812.5,0,100.00%,96154.94,87.16%,Ben Bance,United Kingdom 
7,Joee,2016,Call of Duty,81500,81500,0,100.00%,97511.02,83.58%,Joe Pinnington,United Kingdom 
8,Rated,2016,Call of Duty,81500,81500,0,100.00%,90864.12,89.69%,Rhys Price,United Kingdom 
9,Karma,2016,Call of Duty,73539.38,72039.38,1500,97.96%,421347.25,17.10%,Damon Barlow,Canada
10,Crimsix,2016,Call of Duty,73539.38,72039.38,1500,97.96%,404601.14,17.81%,Ian Porter,United States 
11,Scump,2016,Call of Duty,73539.38,72039.38,1500,97.96%,306293.68,23.52%,Seth Abner,United States 
12,FormaL,2016,Call of Duty,73539.38,72039.38,1500,97.96%,272644.68,26.42%,Matthew Piper,United States 
13,Aqua,2016,Call of Duty,58197.5,57197.5,1000,98.28%,131897.5,43.37%,Ulysses Silva,United States 
14,Nagafen,2016,Call of Duty,57212.5,56212.5,1000,98.25%,121951,46.09%,Jared Harrell,United States 
15,Faccento,2016,Call of Duty,56947.5,55947.5,1000,98.24%,126078.83,44.38%,Brice Faccento,United States 
16,Loony,2016,Call of Duty,56445,51445,5000,91.14%,104689.02,49.14%,Daniel Loza,United States 
17,FeLonY,2016,Call of Duty,50337.5,50337.5,0,100.00%,65133.75,77.28%,Tyler Johnson,United States 
18,Slacked,2016,Call of Duty,55195,50195,5000,90.94%,97272.15,51.60%,Josiah Berry,United States 
19,Classic,2016,Call of Duty,54930,49930,5000,90.90%,134611.5,37.09%,Nicholas Di Costanzo,United States 
20,Octane,2016,Call of Duty,54930,49930,5000,90.90%,76748.75,65.06%,Sam Larew,United States 
21,Hawqehh,2016,Call of Duty,40875,40875,0,100.00%,48938.97,83.52%,Billy Harris,United Kingdom 
22,Vortex,2016,Call of Duty,40537.23,40500,37.23,99.91%,48256.57,83.93%,Stephen Allen,United Kingdom 
23,Jurd,2016,Call of Duty,40723.81,39777.94,945.87,97.68%,91703.9,43.38%,Jordan Crowley,Ireland
24,Tommey,2016,Call of Duty,40723.81,39777.94,945.87,97.68%,90131.44,44.13%,Thomas Trewren,United Kingdom 
25,MadCat,2016,Call of Duty,40723.81,39777.94,945.87,97.68%,78336.47,50.78%,Dylan Dally,United Kingdom 
26,Attach,2016,Call of Duty,34312.5,33312.5,1000,97.09%,205642,16.20%,Dillon Price,United States 
27,Clayster,2016,Call of Duty,33687.5,32687.5,1000,97.03%,287523.25,11.37%,James Eubanks,United States 
28,ZooMaa,2016,Call of Duty,33687.5,32687.5,1000,97.03%,107024,30.54%,Tom Paparratto,United States 
29,Swanny,2016,Call of Duty,33223.81,32277.94,945.87,97.15%,91897.26,35.12%,Callum Swan,United Kingdom 
30,Enable,2016,Call of Duty,33062.5,32062.5,1000,96.98%,194588.79,16.48%,Ian Wyatt,United States 
31,Dqvee,2016,Call of Duty,31474.73,31437.5,37.23,99.88%,39558.1,79.47%,David Davies,United Kingdom 
32,Desire,2016,Call of Duty,31474.73,31437.5,37.23,99.88%,35426.74,88.74%,Ben Wright,United Kingdom 
33,Denz,2016,Call of Duty,28882.88,28882.88,0,100.00%,63608.85,45.41%,Denholm Taylor,Australia 
34,BuZZO,2016,Call of Duty,28882.88,28882.88,0,100.00%,50813.2,56.84%,Mitchell Mader,Australia 
35,Fighta,2016,Call of Duty,28882.88,28882.88,0,100.00%,50638.62,57.04%,Lincoln Ferguson,Australia 
36,Shockz,2016,Call of Duty,28882.88,28882.88,0,100.00%,50395.36,57.31%,Conrad Rymarek,Australia 
37,Lacefield,2016,Call of Duty,27625,27625,0,100.00%,34598.5,79.84%,Andres Lacefield,United States 
38,MarkyB,2016,Call of Duty,25830.16,25187.5,642.66,97.51%,53914,46.72%,Mark Bryceland,United Kingdom 
39,Peatie,2016,Call of Duty,25830.16,25187.5,642.66,97.51%,45660.75,55.16%,Adam Peate,United Kingdom 
40,Zer0,2016,Call of Duty,25867.43,25187.5,679.93,97.37%,38046.23,66.20%,Trei Morris,United Kingdom 
41,Urban,2016,Call of Duty,25867.43,25187.5,679.93,97.37%,37120.85,67.85%,David Marsh,United Kingdom 
42,Aches,2016,Call of Duty,26062.5,25062.5,1000,96.16%,265931.76,9.42%,Patrick Price,United States 
43,Assauhlt,2016,Call of Duty,24625,24625,0,100.00%,34077.76,72.26%,Adam Garcia,United States 
44,Saints,2016,Call of Duty,23937.5,23937.5,0,100.00%,104342.5,22.94%,Renato Forza,United States 
45,SpaceLy,2016,Call of Duty,24937.5,23937.5,1000,95.99%,37453.75,63.91%,Michael Schmale,United States 
46,Ricky,2016,Call of Duty,23625,22625,1000,95.77%,79494.11,28.46%,Ricky Stacy,United States 
47,Studyy,2016,Call of Duty,20562.5,20562.5,0,100.00%,84298.7,24.39%,Jeremy Astacio,United States 
48,Nameless,2016,Call of Duty,21125,20125,1000,95.27%,109763.41,18.33%,Anthony Wheeler,United States 
49,Nolson,2016,Call of Duty,19893.99,19875,18.99,99.90%,27226.58,73.00%,Nick Nolson,United Kingdom 
50,QwiKeR,2016,Call of Duty,19893.99,19875,18.99,99.90%,24185.48,82.18%,Shea Sweeney,United Kingdom 
51,Braaain,2016,Call of Duty,19893.99,19875,18.99,99.90%,21482.33,92.52%,Brian Fairlamb,United Kingdom 
52,Nimble,2016,Call of Duty,19066.44,19066.44,0,100.00%,20950.66,91.01%,Giancario Vagnini,Australia 
53,Swiftazor,2016,Call of Duty,19066.44,19066.44,0,100.00%,20195.88,94.41%,Kainen Kini,New Zealand 
54,Zeuss,2016,Call of Duty,18941.44,18941.44,0,100.00%,21357.43,88.69%,Rene Corporaal,New Zealand 
55,Bacabec,2016,Call of Duty,18941.44,18941.44,0,100.00%,20780.99,91.15%,Nathan Munro,New Zealand 
56,Chino,2016,Call of Duty,17250,17250,0,100.00%,31967.75,53.96%,Martin Chino,United States 
57,Sender,2016,Call of Duty,17250,17250,0,100.00%,26064.37,66.18%,Troy Michaels,United States 
58,Diabolic,2016,Call of Duty,17250,17250,0,100.00%,21729.79,79.38%,Steven Rivero,United States 
59,Moose,2016,Call of Duty,17180.03,17180.03,0,100.00%,41368.95,41.53%,Thomas Handley,United Kingdom 
60,Reedy,2016,Call of Duty,17180.03,17180.03,0,100.00%,27939.78,61.49%,Jordan Reed,United Kingdom 
61,Killa,2016,Call of Duty,16375,16375,0,100.00%,172253.94,9.51%,Adam Sloss,United States 
62,ColeChan,2016,Call of Duty,15250,15250,0,100.00%,15550,98.07%,Cole Chan,United States 
63,Excite,2016,Call of Duty,14220.72,14220.72,0,100.00%,20296.48,70.06%,Cody Rugolo,Australia 
64,Killerpie,2016,Call of Duty,14220.72,14220.72,0,100.00%,15715.15,90.49%,Ryan Wallath,New Zealand 
65,Eminence,2016,Call of Duty,14132.88,14132.88,0,100.00%,15287.04,92.45%,Reef Galloway,New Zealand 
66,SunnyB,2016,Call of Duty,14192.03,14117.53,74.5,99.48%,19113.07,73.86%,Gurdip Bains,United Kingdom 
67,Remy,2016,Call of Duty,14300,13300,1000,93.01%,77723.5,17.11%,Remington Ihringer,United States 
68,Happy,2016,Call of Duty,13187.5,13187.5,0,100.00%,17798,74.10%,Nick Suda,United States 
69,MiRx,2016,Call of Duty,13125,12125,1000,92.38%,142730.47,8.50%,Marcus Carter,United States 
70,Macka,2016,Call of Duty,12105.25,12105.25,0,100.00%,14501.52,83.48%,James McKenzie,Australia 
71,Hopey,2016,Call of Duty,12105.25,12105.25,0,100.00%,14365.37,84.27%,Jake Hope,Australia 
72,Rival,2016,Call of Duty,12105.25,12105.25,0,100.00%,14025.12,86.31%,Jack Prendergast,Australia 
73,Dean,2016,Call of Duty,12105.25,12105.25,0,100.00%,13819.5,87.60%,Dean Beldzinski,Australia 
74,Goonjar,2016,Call of Duty,12008.24,11008.24,1000,91.67%,45452.18,24.22%,Jevon Gooljar,Canada 
75,Guydra,2016,Call of Duty,10883.22,10883.22,0,100.00%,11759.35,92.55%,Guy Worthington,New Zealand 
76,Azzi,2016,Call of Duty,10595.72,10595.72,0,100.00%,12108.76,87.50%,Steven Azzi,Australia 
77,Damage,2016,Call of Duty,10382.88,10382.88,0,100.00%,31822.99,32.63%,Hayden Handakas,Australia 
78,Chilean,2016,Call of Duty,10382.88,10382.88,0,100.00%,29850.57,34.78%,Billie-Jake Parra,Australia 
79,Havok,2016,Call of Duty,10312.5,10312.5,0,100.00%,18742.67,55.02%,Colt McLendon,United States 
80,Fate,2016,Call of Duty,10195.38,10195.38,0,100.00%,13068.42,78.02%,Jake Fitzpatrick,Australia 
81,Theory,2016,Call of Duty,10812.5,9812.5,1000,90.75%,47815,20.52%,Dylan McGee,United States 
82,Llama,2016,Call of Duty,9812.5,9812.5,0,100.00%,16067.5,61.07%,Devin Tran,United States 
83,Parasite,2016,Call of Duty,10625,9625,1000,90.59%,191524.68,5.03%,Chris Duarte,United States 
84,FeaRs,2016,Call of Duty,9625,9625,0,100.00%,29950,32.14%,Damod Abney,United States 
85,PHiZZURP,2016,Call of Duty,9625,9625,0,100.00%,19553.22,49.22%,Phillip Klemenov,United States 
86,Legal,2016,Call of Duty,9625,9625,0,100.00%,12983.5,74.13%,Tyree Glover,United States 
87,Zayrox,2016,Call of Duty,10235.76,9537.5,698.26,93.18%,11358.46,83.97%,Arthur Chabas,France 
88,Replays,2016,Call of Duty,10062.5,9062.5,1000,90.06%,159660.5,5.68%,Chris Crowder,United States 
89,Vortex,2016,Call of Duty,8312.5,8312.5,0,100.00%,12104.92,68.67%,Brandon Gomes,France 
90,ShAnE,2016,Call of Duty,8187.5,8187.5,0,100.00%,47903.33,17.09%,Shane McKerral,United Kingdom 
91,Niall,2016,Call of Duty,8263.15,8187.5,75.65,99.08%,12240.26,66.89%,Niall Sunderland,United Kingdom 
92,Maxxie,2016,Call of Duty,7937.5,7937.5,0,100.00%,21353.03,37.17%,Maxime Ebran,France 
93,Malls,2016,Call of Duty,7937.5,7937.5,0,100.00%,10871.25,73.01%,Eddy Maillard,France 
94,Accuracy,2016,Call of Duty,7812.5,7812.5,0,100.00%,12428,62.86%,Lamar Abedi,United States 
95,Whea7s,2016,Call of Duty,7750,7750,0,100.00%,40721.25,19.03%,Jamal Lee,United States 
96,Pacman,2016,Call of Duty,7750,7750,0,100.00%,20928.75,37.03%,Jonathan Tucker,United States 
97,Swarley,2016,Call of Duty,7625,7625,0,100.00%,7932.76,96.12%,Michael Carter,Canada
98,Zed,2016,Call of Duty,7500,7500,0,100.00%,7500,100.00%,- -,United Kingdom 
99,Teepee,2016,Call of Duty,8062.5,7062.5,1000,87.60%,209462.03,3.37%,Tyler Polchow,United States 
100,Wailers,2016,Call of Duty,6687.5,6687.5,0,100.00%,6785.34,98.56%,Wailers Locart,France 
1,Faker,2013,League of Legends,912406.26,229659.02,682747.24,25.17%,912406.26,25.17%,"Lee, Sang Hyeok",Korea
2,PoohManDu,2013,League of Legends,256771.39,223391.45,33379.94,87.00%,256771.39,87.00%,"Lee, Jeong Hyeon",Korea
3,Bengi,2013,League of Legends,810683,220649.2,590033.8,27.22%,810683,27.22%,"Bae, Seong Ung",Korea
4,Piglet,2013,League of Legends,264929.15,220649.2,44279.95,83.29%,264929.15,83.29%,"Chae, Gwang Jin",Korea
5,Impact,2013,League of Legends,313021.84,219860.22,93161.62,70.24%,313021.84,70.24%,"Jung, Eon Yeong",Korea
6,Uzi,2013,League of Legends,240632.74,61803.18,178829.56,25.68%,240632.74,25.68%,"Jian, Zihao",China
7,GodLike,2013,League of Legends,82589.17,61803.18,20785.99,74.83%,82589.17,74.83%,"Xiao, Wang",China
8,Lucky,2013,League of Legends,71719.24,61471.45,10247.79,85.71%,71719.24,85.71%,"Liu, Junjie",China
9,Gogoing,2013,League of Legends,113570.08,60264.04,53306.04,53.06%,113570.08,53.06%,"Gao, Di Ping",China
10,LoveLing,2013,League of Legends,110071.9,60264.04,49807.86,54.75%,110071.9,54.75%,"Yin, Le",China
11,Cool,2013,League of Legends,109844.36,60264.04,49580.32,54.86%,109844.36,54.86%,"Yu, Jia Jun",China
12,Wh1t3zZ,2013,League of Legends,64306.76,59831.19,4475.57,93.04%,64306.76,93.04%,"Lo, Pun Wai",Hong Kong 
13,Tabe,2013,League of Legends,63327.14,57273.55,6053.59,90.44%,63327.14,90.44%,"Wong, Pak Kan",Hong Kong 
14,san,2013,League of Legends,108594.22,56264.04,52330.18,51.81%,108594.22,51.81%,"Guo, Jun Liang",China
15,sOAZ,2013,League of Legends,171155.38,53540,117615.38,31.28%,171155.38,31.28%,Paul Boyer,France
16,YellOwStaR,2013,League of Legends,167221.97,53540,113681.97,32.02%,167608.11,31.94%,Bora Kim,France
17,xPeke,2013,League of Legends,166127.4,53540,112587.4,32.23%,166127.4,32.23%,Enrique Cede?o Martinez,Spain 
18,Cyanide,2013,League of Legends,115902.1,53540,62362.1,46.19%,115902.1,46.19%,Lauri Happonen,Finland 
19,watch,2013,League of Legends,100012.32,51869.92,48142.4,51.86%,111458.7,46.54%,"Cho, Jae Geol",Korea
20,Cain,2013,League of Legends,78010.14,51869.92,26140.22,66.49%,78010.14,66.49%,"Jang, Nu Ri",Korea
21,PraY,2013,League of Legends,254965.94,50043.44,204922.5,19.63%,254965.94,19.63%,"Kim, Jong In",Korea
22,bigpomelo,2013,League of Legends,56682.07,48049.85,8632.22,84.77%,56682.07,84.77%,"Ouyang, Wei Qi",China
23,dade,2013,League of Legends,118986.53,41587.49,77399.04,34.95%,118986.53,34.95%,"Bae, Eo Jin",Korea
24,puszu,2013,League of Legends,40254.31,40000,254.31,99.37%,40254.31,99.37%,Johannes Uibos,Estonia
25,Expession,2013,League of Legends,46568.9,36323,10245.9,78.00%,46568.9,78.00%,"Gu, Bon Taek",Korea
26,Ich,2013,League of Legends,117224.97,35152.54,82072.43,29.99%,117224.97,29.99%,Alexey Ichetovkin,Russia
27,Diamondprox,2013,League of Legends,104424.75,35152.54,69272.21,33.66%,104424.75,33.66%,Daniel Reshetnikov,Russia
28,Darien,2013,League of Legends,100993.17,35152.54,65840.63,34.81%,100993.17,34.81%,Eugene Mazaev,Russia
29,Genja,2013,League of Legends,100935.83,35152.54,65783.29,34.83%,100935.83,34.83%,Eugene Andryushin,Russia
30,Hai,2013,League of Legends,98430,34760,63670,35.31%,98430,35.31%,Hai Lam,United States 
31,LemonNation,2013,League of Legends,97590,34560,63030,35.41%,97590,35.41%,Daerek Hart,United States 
32,Balls,2013,League of Legends,98863.33,34500,64363.33,34.90%,98863.33,34.90%,An Le,United States 
33,Meteos,2013,League of Legends,126176.67,34400,91776.67,27.26%,126176.67,27.26%,William Hartman,United States 
34,imp,2013,League of Legends,297719.56,33827.26,263892.3,11.36%,297719.56,11.36%,"Gu, Seung Bin",Korea
35,DanDy,2013,League of Legends,279750.19,33827.26,245922.93,12.09%,279750.19,12.09%,"Choi, In Kyu",Korea
36,Flame,2013,League of Legends,79362.85,32781.92,46580.93,41.31%,79362.85,41.31%,"Lee, Ho Jong",Korea
37,Mata,2013,League of Legends,382369.54,31543.9,350825.64,8.25%,382369.54,8.25%,"Cho, Se Hyeong",Korea
38,Ambition,2013,League of Legends,220797.62,31008.4,189789.22,14.04%,220797.62,14.04%,"Kang, Chan Yong",Korea
39,ClearLove,2013,League of Legends,356843.25,30999.64,325843.61,8.69%,356843.25,8.69%,"Ming, Kai",China
40,Fzzf,2013,League of Legends,157148.86,30999.64,126149.22,19.73%,157148.86,19.73%,"Feng, Zhuojun",China
41,WeiXiao,2013,League of Legends,105500.65,30999.64,74501.01,29.38%,105500.65,29.38%,"Gao, Xue Cheng",China
42,CaoMei,2013,League of Legends,96673.77,30999.64,65674.13,32.07%,97845.29,31.68%,"Wei, Han Dong",China
43,Misaya,2013,League of Legends,92628.5,30999.64,61628.86,33.47%,92628.5,33.47%,"Yu, Jingxi",China
44,Lustboy,2013,League of Legends,130020.33,30918.65,99101.68,23.78%,130020.33,23.78%,"Ham, Jang Sik",Korea
45,Sneaky,2013,League of Legends,136640,30880,105760,22.60%,136640,22.60%,Zachary Scuderi,United States 
46,NaMei,2013,League of Legends,141938.87,30830.77,111108.1,21.72%,141938.87,21.72%,"Zhu, Jia Wen",China
47,Sicca,2013,League of Legends,32361.44,30830.77,1530.67,95.27%,32361.44,95.27%,"Li, Hao Yu",China
48,Nagne,2013,League of Legends,59847.63,30000,29847.63,50.13%,59847.63,50.13%,"Kim, Sang Moon",Korea
49,MaKNooN,2013,League of Legends,50217.61,29197.14,21020.47,58.14%,50217.61,58.14%,"Yoon, Ha Woon",Korea
50,WildTurtle,2013,League of Legends,132082.8,27560,104522.8,20.87%,132082.8,20.87%,Jason Tran,Canada 
51,Aluka,2013,League of Legends,57560.65,26830.77,30729.88,46.61%,57560.65,46.61%,"Peng, Zhen Ming",China
52,JoJo,2013,League of Legends,30268.71,26830.77,3437.94,88.64%,30268.71,88.64%,"Kan, Yiu Tou",Hong Kong 
53,Jing,2013,League of Legends,26508.94,26508.94,0,100.00%,26508.94,100.00%,"Rao, Jing",China
54,Zzitai,2013,League of Legends,114371.08,26140.41,88230.67,22.86%,114371.08,22.86%,"Liu, Zhihao",China
55,kid,2013,League of Legends,111239.74,26140.41,85099.33,23.50%,111239.74,23.50%,"Ge, Yan",China
56,illuSioN,2013,League of Legends,75014.14,26140.41,48873.73,34.85%,75014.14,34.85%,"Chen, Xinlin",China
57,PDD,2013,League of Legends,70817.51,26140.41,44677.1,36.91%,70817.51,36.91%,"Liu, Mou",China
58,Helios,2013,League of Legends,54235.35,26065.62,28169.73,48.06%,54235.35,48.06%,"Shin, Dong Jin",Korea
